date,site,samp_type,season,taxa,number_individuals,age_class,prey_category
10/23/2016,SGL 221,leaf pack,fall,Elmidae,1,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Acari,26,Undetermined,terrestrial
10/23/2016,SGL 221,leaf pack,fall,Chironomidae,1,Adult,aquatic
10/23/2016,SGL 221,leaf pack,fall,Plecoptera,3,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Psychodidae,3,Immature,intermediate
10/23/2016,SGL 221,leaf pack,fall,Tipulidae,1,Immature,intermediate
10/23/2016,SGL 221,leaf pack,fall,Odontoceridae,3,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Ephemeroptera,3,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Trichoptera,10,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Peltoperlidae,10,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Acari,7,Undetermined,terrestrial
10/23/2016,SGL 221,leaf pack,fall,Collembola,2,Undetermined,terrestrial
10/23/2016,SGL 221,leaf pack,fall,Chironomidae,3,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Plecoptera,2,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Ceratopogonidae,1,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Empididae,1,Immature,aquatic
10/23/2016,SGL 221,leaf pack,fall,Copepoda,1,Undetermined,aquatic
10/28/2016,SGL 221,leaf litter,fall,Acari,22,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Staphylinidae,1,Adult,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Collembola,9,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Aphididae,1,Immature,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Cecidomyiidae,1,Immature,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Acari,7,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Collembola,1,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Cecidomyiidae,2,Immature,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Staphylinidae,1,Adult,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Acari,7,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Collembola,6,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Diplopoda,1,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Acari,21,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Collembola,13,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Gastropoda,1,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Thysanoptera,1,Adult,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Cecidomyiidae,1,Immature,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Acari,4,Undetermined,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Rhyparochromidae,1,Adult,terrestrial
10/28/2016,SGL 221,leaf litter,fall,Cecidomyiidae,1,Immature,terrestrial
10/26/2016,STAC,leaf litter,fall,Acari,6,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Collembola,3,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Acari,179,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Cecidomyiidae,1,Immature,terrestrial
10/26/2016,STAC,leaf litter,fall,Acari,362,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Collembola,3,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Collembola,1,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Acari,136,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Thysanoptera,1,Adult,terrestrial
10/26/2016,STAC,leaf litter,fall,Carabidae,1,Adult,terrestrial
10/26/2016,STAC,leaf litter,fall,Acari,188,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Collembola,31,Undetermined,terrestrial
10/26/2016,STAC,leaf litter,fall,Staphylinidae,2,Adult,terrestrial
10/26/2016,STAC,leaf litter,fall,Staphylinidae,1,Immature,terrestrial
10/26/2016,STAC,leaf litter,fall,Diptera,1,Immature,intermediate
10/26/2016,STAC,leaf litter,fall,Cantharidae,1,Immature,terrestrial
10/26/2016,STAC,leaf litter,fall,Araneae,1,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Annelida,2,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Tipulidae,15,Immature,intermediate
10/23/2016,STAC,leaf pack,fall,Trichoptera,3,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Coleoptera,1,Immature,terrestrial
10/23/2016,STAC,leaf pack,fall,Copepoda,1,Undetermined,aquatic
10/23/2016,STAC,leaf pack,fall,Empididae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Ceratopogonidae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Acari,26,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Collembola,4,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Ephemeroptera,3,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Plecoptera,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Elmidae,7,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Chironomidae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Dixidae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Tipulidae,3,Immature,intermediate
10/23/2016,STAC,leaf pack,fall,Trichoptera,20,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Collembola,8,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Ephemeroptera,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Chironomidae,3,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Elateridae,1,Immature,terrestrial
10/23/2016,STAC,leaf pack,fall,Acari,18,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Ceratopogonidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Tipulidae,15,Immature,intermediate
10/23/2016,STAC,leaf pack,fall,Plethodontidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Collembola,6,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Peltoperlidae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Acari,6,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Ephemeroptera,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Plecoptera,5,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Chironomidae,3,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Hydropsychidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Trichoptera,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Ceratopogonidae,4,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Copepoda,4,Undetermined,aquatic
10/23/2016,STAC,leaf pack,fall,Archaeognatha,2,Undetermined,aquatic
10/23/2016,STAC,leaf pack,fall,Elmidae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Cecidomyiidae,4,Immature,terrestrial
10/23/2016,STAC,leaf pack,fall,Tipulidae,2,Immature,intermediate
10/23/2016,STAC,leaf pack,fall,Peltoperlidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Acari,15,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Dixidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Chironomidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Ephemeroptera,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Collembola,33,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Elmidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Trichoptera,12,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Ceratopogonidae,3,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Acari,115,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Annelida,1,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Chironomidae,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Dixidae,4,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Collembola,60,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Ceratopogonidae,8,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Peltoperlidae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Pseudoscorpiones,2,Undetermined,terrestrial
10/23/2016,STAC,leaf pack,fall,Diptera,1,Immature,intermediate
10/23/2016,STAC,leaf pack,fall,Elmidae,6,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Cecidomyiidae,7,Immature,terrestrial
10/23/2016,STAC,leaf pack,fall,Chalcidoidea,1,Adult,terrestrial
10/23/2016,STAC,leaf pack,fall,Coleoptera,1,Adult,terrestrial
10/23/2016,STAC,leaf pack,fall,Hymenoptera,1,Adult,terrestrial
10/23/2016,STAC,leaf pack,fall,Ephemeroptera,2,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Plecoptera,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Hydroptilidae,3,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Odontoceridae,1,Immature,aquatic
10/23/2016,STAC,leaf pack,fall,Trichoptera,11,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Sciaridae,2,Adult,intermediate
5/22/2017,SGL 221,leaf pack,spring,Trichoptera,11,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Plecoptera,5,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Dermestidae,1,Adult,aquatic
5/22/2017,SGL 221,leaf pack,spring,Peltoperlidae,3,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Ephemeroptera,2,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Limoniidae,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Peltoperlidae,14,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Trichoptera,13,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Lepidostomatidae,3,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Ephemeroptera,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Plecoptera,6,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Pteronarcyidae,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Staphylinidae,1,Immature,terrestrial
5/22/2017,SGL 221,leaf pack,spring,Collembola,8,Undetermined,terrestrial
5/22/2017,SGL 221,leaf pack,spring,Copepoda,1,Undetermined,aquatic
5/22/2017,SGL 221,leaf pack,spring,Pteronarcyidae,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Trichoptera,2,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Chironomidae,8,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Ephemeroptera,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Plecoptera,1,Adult,aquatic
5/22/2017,SGL 221,leaf pack,spring,Plecoptera,2,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Peltoperlidae,3,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Trichoptera,17,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Plecoptera,1,Adult,aquatic
5/22/2017,SGL 221,leaf pack,spring,Plecoptera,7,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Chironomidae,5,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Hydrophilidae,1,Adult,aquatic
5/22/2017,SGL 221,leaf pack,spring,Collembola,2,Undetermined,terrestrial
5/22/2017,SGL 221,leaf pack,spring,Diptera,1,Adult,intermediate
5/22/2017,SGL 221,leaf pack,spring,Ephemeroptera,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Thysanoptera,2,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Chironomidae,10,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Ephemeroptera,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Trichoptera,3,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Lepidostomatidae,1,Immature,aquatic
5/22/2017,SGL 221,leaf pack,spring,Psychodidae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Acari,208,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Araneae,8,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Collembola,77,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Formicidae,12,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,2,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Hemiptera,1,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cydnidae,4,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Pseudoscorpiones,4,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Sciaridae,1,Adult,intermediate
6/8/2017,SGL 221,leaf litter,spring,Cecidomyiidae,1,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Acari,71,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,12,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,1,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Collembola,21,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Pseudoscorpiones,2,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Formicidae,6,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Gastropoda,7,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Scarabaeidae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Curculionidae,3,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Carabidae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Chilopoda,2,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Elateridae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Elateridae,1,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cydnidae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cecidomyiidae,2,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Lepidoptera,2,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Acari,136,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Araneae,6,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Diplopoda,4,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Chilopoda,2,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Formicidae,15,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Collembola,55,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,7,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Gastropoda,13,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Elateridae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Curculionidae,7,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Pseudoscorpiones,4,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Heteroptera,1,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cydnidae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Mecoptera,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Chalcidoidea,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Tipulidae,1,Immature,intermediate
6/8/2017,SGL 221,leaf litter,spring,Diptera,1,Adult,intermediate
6/8/2017,SGL 221,leaf litter,spring,Thysanoptera,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Nematoda,1,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Annelida,2,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Acari,127,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Collembola,145,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Araneae,6,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,5,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Scarabaeidae,1,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Chilopoda,4,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Formicidae,6,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Pseudoscorpiones,3,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cydnidae,2,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cecidomyiidae,3,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Gastropoda,1,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Nematoda,3,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Ceratopogonidae,3,Immature,aquatic
6/8/2017,SGL 221,leaf litter,spring,Acari,161,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Araneae,13,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Collembola,27,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Chilopoda,6,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Diplopoda,1,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Chironomidae,4,Immature,aquatic
6/8/2017,SGL 221,leaf litter,spring,Curculionidae,4,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Tipulidae,14,Immature,intermediate
6/8/2017,SGL 221,leaf litter,spring,Gastropoda,6,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Elateridae,2,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cydnidae,5,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Cydnidae,1,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Pseudoscorpiones,3,Undetermined,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,3,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Staphylinidae,2,Immature,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Carabidae,1,Immature,aquatic
6/8/2017,SGL 221,leaf litter,spring,Ptiliidae,2,Adult,terrestrial
6/8/2017,SGL 221,leaf litter,spring,Ceratopogonidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Pteronarcyidae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Plecoptera,20,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Perlodidae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Leuctridae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Plethodontidae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Lepidostomatidae,28,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Odontoceridae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Gomphidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Collembola,1,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Psychodidae,2,Immature,intermediate
7/30/2017,SGL 221,leaf pack,summer,Peltoperlidae,11,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,34,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,1,Adult,aquatic
7/30/2017,SGL 221,leaf pack,summer,Ephemeroptera,7,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Empididae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Ceratopogonidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Dixidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Elmidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Pteronarcyidae,11,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Perlidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Perlodidae,4,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Simuliidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Limoniidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Trichoptera,9,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Empididae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Cecidomyiidae,1,Immature,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Peltoperlidae,183,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Collembola,37,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,9,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,1,Adult,aquatic
7/30/2017,SGL 221,leaf pack,summer,Lepidostomatidae,11,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Gomphidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Ephemeroptera,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Dixidae,4,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Acari,5,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Lepidostomatidae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Odontoceridae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Rhyacophilidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,11,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Ephemeroptera,5,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Pteronarcyidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Leuctridae,3,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,17,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Lepidoptera,1,Immature,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Ephemeroptera,3,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Plethodontidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Pteronarcyidae,8,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Perlidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Perlodidae,9,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Lepidostomatidae,11,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Peltoperlidae,27,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Elmidae,1,Adult,aquatic
7/30/2017,SGL 221,leaf pack,summer,Dixidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,5,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Collembola,5,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Cecidomyiidae,1,Immature,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Gastropoda,1,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Acari,2,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Empididae,5,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Plecoptera,4,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Pteronarcyidae,9,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Perlodidae,3,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Plethodontidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Gomphidae,2,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Tipulidae,3,Immature,intermediate
7/30/2017,SGL 221,leaf pack,summer,Trichoptera,5,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Lepidostomatidae,8,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Peltoperlidae,91,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Chironomidae,5,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Collembola,12,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Dixidae,1,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Acari,2,Undetermined,terrestrial
7/30/2017,SGL 221,leaf pack,summer,Psychodidae,2,Immature,intermediate
7/30/2017,SGL 221,leaf pack,summer,Empididae,5,Immature,aquatic
7/30/2017,SGL 221,leaf pack,summer,Ceratopogonidae,1,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Acari,400,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Collembola,39,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Araneae,1,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Gastropoda,1,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Diplopoda,2,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chilopoda,1,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Pseudoscorpiones,5,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chironomidae,2,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Staphylinidae,5,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Lepidoptera,3,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Coleoptera,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Formicidae,2,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Staphylinidae,3,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Diptera,1,Immature,intermediate
8/3/2017,SGL 221,leaf litter,summer,Phoridae,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Hemiptera,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Cecidomyiidae,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Psocoptera,2,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Acari,400,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Collembola,45,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chironomidae,1,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Araneae,4,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Diplopoda,2,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chilopoda,2,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Heteroptera,5,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chalcidoidea,2,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Ceratopogonidae,2,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Diptera,1,Immature,intermediate
8/3/2017,SGL 221,leaf litter,summer,Elateridae,3,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Staphylinidae,3,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Pseudoscorpiones,10,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Lepidoptera,2,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Nematoda,3,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Gastropoda,1,Undetermined,terrestrial
